Participant,Timestamp,Happy_Low_M1,Happy_Low_M2,Happy_High_M1,Happy_High_M2,Angry_Low_M1,Angry_Low_M2,Angry_High_M1,Angry_High_M2
P1,0.353,0.8095420356,0.7629486679,0.8124963438,0.8257606479,0.9020407736,0.820613628,0.8692513866,0.7437928624
P1,0.3535,0.7776360502,0.7677336733,0.8723894527,0.7857338611,0.9043289397,0.7906562749,0.8997905842,0.8244686286
P1,0.354,0.7415664058,0.7312836618,0.8511526997,0.7583969825,0.729415035,0.7250100567,0.8744620054,0.869164751
P1,0.3545,0.7502270091,0.7332157448,0.7811566364,0.7501304323,0.607783255,0.7419492903,0.8900194233,0.8904575183
P1,0.355,0.79524756,0.7811641993,0.791119233,0.7276949709,0.7465192268,0.7871883892,0.7783179538,0.865822626
P1,0.3555,0.7763827722,0.8165295259,0.6982318345,0.7413951678,0.8278695675,0.826254534,0.6846882601,0.8438177528
P1,0.356,0.6998383646,0.7734734478,0.6949337709,0.7740752562,0.7157062564,0.8864584343,0.6982456042,0.8435387262
P1,0.3565,0.7577183863,0.7521348106,0.7820563178,0.7720826531,0.6964132125,0.9314459265,0.736907141,0.8527681325
P1,0.357,0.8465483746,0.7850087153,0.8130701092,0.8001568461,0.8430138541,0.9728882131,0.8079105925,0.8449038549
P1,0.3575,0.8704148243,0.7997087376,0.8335694134,0.8055706794,0.9193131937,0.9456634509,0.8773677442,0.8934703231
P1,0.358,0.7854850673,0.7784491172,0.7936628731,0.8071979627,0.9324841092,0.8523878908,0.8751321831,0.8763083999
P1,0.3585,0.7698060909,0.7475325895,0.7853224034,0.8292430741,0.7965522834,0.7871947884,0.8533067573,0.8137023424
P1,0.359,0.7881488978,0.7726660318,0.8166875379,0.8473483893,0.6583528479,0.767726655,0.8217704949,0.760003825
P1,0.3595,0.774596407,0.7812698255,0.83139766,0.8512186192,0.6808732782,0.7615318972,0.8473244399,0.7737466742
P1,0.36,0.8690940316,0.7740403423,0.7853449627,0.8409213908,0.775960952,0.7674278484,0.8383208086,0.8115300561
P1,0.3605,0.8763583741,0.8518359967,0.7302079331,0.8281085571,0.7738268033,0.7407088873,0.7942394933,0.8400128536
P1,0.361,0.8122442535,0.8998079443,0.7605500555,0.8043425713,0.7084433142,0.7530160936,0.7869740896,0.8360514486
P1,0.3615,0.8284202118,0.8746503246,0.7311550226,0.820759586,0.7909267738,0.8322516108,0.7880385549,0.8621324722
P1,0.362,0.7677445117,0.8582529224,0.7037388736,0.8052348509,0.8569659699,0.8860745267,0.7826715059,0.8341290388
P1,0.3625,0.8074779234,0.8733687526,0.7741793784,0.7567241898,0.8477507753,0.8648186395,0.8047187013,0.7680195118
P1,0.363,0.7739188513,0.8588684508,0.8136741505,0.7313277522,0.7302733941,0.860678036,0.7802474034,0.6854730947
P1,0.3635,0.7970737028,0.8018934713,0.8601900884,0.6849544697,0.6527995083,0.8769193694,0.7840503948,0.6373619147
P1,0.364,0.7354222957,0.7845560458,0.8428322176,0.6450257864,0.6971578856,0.9176051953,0.7644691459,0.6940525748
P1,0.3645,0.816578437,0.8713958949,0.8261491833,0.6214654341,0.7106714933,0.9192623095,0.7625997347,0.7758722799
P1,0.365,0.8330853041,0.9146800552,0.8430192561,0.6369738542,0.7177112447,0.8935874029,0.7982283246,0.7697943801
P1,0.3655,0.8710723479,0.8599510953,0.9206817774,0.7233422807,0.6970987011,0.8341539743,0.8155729755,0.827712044
P1,0.366,0.8299110781,0.8331930876,1.039071403,0.7678616646,0.7272786818,0.8143461099,0.8466281544,0.882565377
P1,0.3665,0.8496133522,0.8544430925,0.9781307673,0.7874146378,0.9249155853,0.8338033437,0.7882443846,0.9095410068
P1,0.367,0.835181441,0.8755679472,0.8185439049,0.7725477315,1.090495712,0.8748829357,0.7665564599,0.9019855943
P1,0.3675,0.7187149916,0.88936272,0.740580095,0.7599909016,1.06810207,0.8449347288,0.6945428555,0.9078758075
P1,0.368,0.6306756774,0.8851430208,0.7135038739,0.7456003148,0.9605974674,0.8048252208,0.6935879386,0.9016637035
P1,0.3685,0.711399557,0.9198372393,0.6846321184,0.7822727038,0.9540578611,0.7979493296,0.7937142493,0.9124466726
P1,0.369,0.9015720992,0.9406816106,0.6705765334,0.8025076122,0.8874401088,0.8195122138,0.79450846,0.8706692152
P1,0.3695,0.880099493,0.9622760631,0.7266587271,0.8176626677,0.771269894,0.8013818404,0.8766295149,0.8722083009
P1,0.37,0.752947912,0.9928357382,0.8026615999,0.7912559956,0.7490437863,0.7357607829,0.9171966644,0.8642085208
P1,0.3705,0.8457326879,0.9930313199,0.8125809009,0.7643428727,0.7666903573,0.6776318177,0.8228315559,0.8596466544
P1,0.371,0.8832410741,0.8996818102,0.735654248,0.7302204229,0.7664219044,0.7007951571,0.7920417497,0.8344746533
P1,0.3715,0.7845947678,0.7838576732,0.6502989442,0.7568259861,0.731146875,0.7099632976,0.7576835535,0.8025180728
P1,0.372,0.7109667413,0.7683627573,0.7110498348,0.7925815648,0.6812339679,0.7187349037,0.622005193,0.7813139273
P1,0.3725,0.7346480256,0.8062126357,0.6686792291,0.7634278495,0.699019546,0.7520017323,0.6064374336,0.7944905622
P1,0.373,0.7425775279,0.8154391966,0.7408677385,0.7371487972,0.7067626088,0.7564333268,0.6134230291,0.7788370567
P1,0.3735,0.8833245853,0.778486409,0.7271989595,0.6995438717,0.7596110056,0.7398880849,0.7351717277,0.7673490927
P1,0.374,0.9015325757,0.7435440747,0.6955863379,0.645310933,0.8273153345,0.7704435217,0.7770233947,0.7830594853
P1,0.3745,0.8977084864,0.7412328313,0.728759487,0.6660446565,0.8142277612,0.8471708433,0.7626018328,0.7947659024
P1,0.375,0.8364517789,0.7411891232,0.7872932123,0.7454832305,0.8276371647,0.9015796342,0.8011462347,0.7718670411
P1,0.3755,0.8451056344,0.7325065923,0.7962776163,0.813558607,0.8654137027,0.9110435017,0.7669590614,0.7458210694
P1,0.376,0.8089923807,0.7046377543,0.8290525824,0.8456269422,0.8628834364,0.8973195506,0.7341467381,0.7435037612
P1,0.3765,0.7498866343,0.7227451496,0.7947990323,0.8338973782,0.7444282602,0.8508639454,0.7654716519,0.7495149205
P1,0.377,0.873756828,0.6849903347,0.7952980585,0.8064077131,0.7679776881,0.833090519,0.8214347577,0.7827050447
P1,0.3775,0.8940029329,0.65292429,0.8009033784,0.8211480411,0.7467736621,0.8479259831,0.7790632963,0.7985601731
P1,0.378,0.9299878708,0.6927347787,0.7788826249,0.8551657707,0.7981289436,0.7897615968,0.7452947523,0.7673680847
P1,0.3785,0.8462416374,0.7619481731,0.7926110053,0.8195128682,0.8105576339,0.7105162356,0.68414089,0.7211280804
P1,0.379,0.834504677,0.7844254032,0.7969866255,0.7681804266,0.7426064147,0.7110658814,0.7581894851,0.726018482
P1,0.3795,0.8789682455,0.7971655442,0.7681933887,0.7457231472,0.7119774683,0.7266832257,0.7726777034,0.7767168137
P1,0.38,0.7647521675,0.7079000907,0.7785101218,0.7535603484,0.7702685025,0.7104867289,0.7513848553,0.8392763635
P1,0.3805,0.7176432789,0.5996088029,0.8415658459,0.814783413,0.7822244503,0.6394397621,0.7981480272,0.8878133495
P1,0.381,0.6567311601,0.6351747078,0.8937107642,0.8554762475,0.7819844768,0.5870869735,0.8380588353,0.8888280095
P1,0.3815,0.6437301762,0.6691812148,0.8743458089,0.8446802636,0.764661088,0.6105433909,0.826891295,0.8797128686
P1,0.382,0.6590487297,0.6951948104,0.798285129,0.799734985,0.7867637294,0.6061204789,0.8402853783,0.8786117461
P1,0.3825,0.6231365587,0.7359908299,0.7923168163,0.7641830595,0.7983814445,0.6374455294,0.8928822851,0.8431727231
P1,0.383,0.6380856758,0.7684316446,0.8411769967,0.7582657659,0.9545039698,0.7046909652,0.9259714012,0.8510937794
P1,0.3835,0.7446112814,0.7645123879,0.8625266053,0.7891332122,0.8543199033,0.7913109208,0.9729025371,0.8381305817
P1,0.384,0.7782729576,0.7603767843,0.8342728209,0.8476057026,0.7641938606,0.8509596192,0.9755895195,0.834110432
P1,0.3845,0.7677324676,0.7958646174,0.9121150999,0.8796904638,0.8408331851,0.8319835177,0.8828973678,0.8615084811
P1,0.385,0.7492189457,0.8284023911,0.9320441078,0.8496668942,0.8861898708,0.8246735453,0.8806637222,0.886065437
P1,0.3855,0.7559037737,0.8486177981,0.7863322266,0.7989284529,0.8316138888,0.8626042893,0.8104070599,0.842165946
P1,0.386,0.7825750578,0.8595880894,0.6865231789,0.7799196446,0.7247393925,0.8414169287,0.7463196745,0.7707109991
P1,0.3865,0.7625295689,0.8771626293,0.7645698114,0.808530542,0.7132603653,0.8115464722,0.7380525581,0.6884295348
P1,0.387,0.7010888351,0.8544221681,0.8351917907,0.8477524311,0.6129854491,0.799529886,0.8418535429,0.6582910367
P1,0.3875,0.7798748308,0.8307533322,0.8144289109,0.8734107849,0.6965715441,0.8044368023,0.8867123624,0.6868361688
P1,0.388,0.8541879504,0.7956140082,0.7421922426,0.8912368159,0.7407791953,0.7568057625,0.8537646169,0.7458149771
P1,0.3885,0.8226262274,0.7654960874,0.798841149,0.8888143223,0.7823583461,0.7433312576,0.9063280421,0.809778149
P1,0.389,0.8516220373,0.7448205562,0.8430845503,0.869682017,0.7933146722,0.752133772,0.9275721777,0.8867158292
P1,0.3895,0.7977318848,0.7132854645,0.8004421748,0.8127121393,0.74534226,0.7412595564,0.7681797896,0.9167839327
P1,0.39,0.7933206421,0.683831313,0.7081069771,0.7378305635,0.7231593527,0.7169937876,0.7522635875,0.8942795215
P1,0.3905,0.8395082617,0.7084096467,0.6462706596,0.6978705687,0.6878098113,0.7296572887,0.7847832405,0.8662052183
P1,0.391,0.8340171612,0.8172772052,0.7608730034,0.7588960461,0.7395564801,0.8054730358,0.7655453452,0.8455807727
P1,0.3915,0.8147336581,0.864110893,0.8830849973,0.8480557243,0.6909820735,0.8735971749,0.7760110052,0.8180245771
P1,0.392,0.7309379146,0.8191163393,0.7951891153,0.8498104064,0.7288728382,0.8939846005,0.7707492636,0.7881852678
P1,0.3925,0.7948122474,0.7527237636,0.7309352582,0.8125943527,0.782943853,0.9556805585,0.7364744588,0.7723999972
P1,0.393,0.8684648749,0.7410752963,0.7727468177,0.7958318391,0.7598233383,0.9890743502,0.8976852375,0.779675133
P1,0.3935,0.8542421503,0.751647614,0.7179897644,0.8517573773,0.7831599722,0.9135776548,1.002468679,0.8221817958
P1,0.394,0.736842358,0.7197064211,0.6381014141,0.8648595986,0.7609113605,0.8705662163,0.9724465749,0.8522677088
P1,0.3945,0.69205668,0.6758330572,0.6340819209,0.9145905455,0.7792124716,0.9272648137,1.002969707,0.8323293886
P1,0.395,0.7072111892,0.70328863,0.7388363914,0.9383337478,0.7653090993,0.9574871294,0.9925074118,0.8245470345
P1,0.3955,0.7054143937,0.7480269282,0.7480036803,0.9046017872,0.7967923601,0.9362851664,0.9385597563,0.8281736907
P1,0.396,0.7306716792,0.7564688596,0.7580250823,0.8511265867,0.8576919406,0.9239611901,0.8389650031,0.8551885071
P1,0.3965,0.69899747,0.7177275332,0.7569303014,0.7925864178,0.8431134441,0.9231956296,0.7686857082,0.8523439861
P1,0.397,0.8363513606,0.6528649911,0.7475025949,0.7957135829,0.7926902757,0.8514513169,0.7429483696,0.8352482537
P1,0.3975,0.8911982305,0.6362137169,0.7939583506,0.8250024003,0.7972692862,0.7322048386,0.7365193816,0.808278975
P1,0.398,0.940836675,0.6336020112,0.7803991544,0.8298279203,0.8552129529,0.6519582271,0.7541059447,0.839415406
P1,0.3985,0.9485465581,0.698731761,0.7980288792,0.8555210238,0.8318159428,0.6665128916,0.7937197733,0.8553632721
P1,0.399,0.8613132078,0.7518053031,0.7294025784,0.8411284964,0.8030322249,0.6659044993,0.8509188253,0.8374989077
P1,0.3995,0.8094887392,0.7761522815,0.7105703254,0.7801490904,0.7918189208,0.6599916519,0.8968241817,0.8591337741
P1,0.4,0.8242206974,0.7929372463,0.7886158589,0.7323866508,0.6965179866,0.6835812317,0.8163405911,0.8602179264
P1,0.4005,0.838202937,0.778553333,0.814230346,0.7102730537,0.6091608869,0.7657897188,0.7910805458,0.7912145296
P1,0.401,0.7657602086,0.7591220884,0.772195695,0.7181103751,0.6472923379,0.7981248182,0.7200586052,0.7628429265
P1,0.4015,0.7544350756,0.7435903673,0.7398017333,0.7377031952,0.6526968355,0.7817449472,0.7145790052,0.8184273297
P1,0.402,0.7940461562,0.7286644678,0.7149000746,0.7773480274,0.6763153305,0.7318437348,0.7708710616,0.8610739585
P1,0.4025,0.8380650418,0.73557241,0.7509704314,0.777699372,0.6968805285,0.6706109526,0.8722618939,0.8281162661
P1,0.403,0.78874756,0.715798948,0.8395103805,0.7551411879,0.7396616044,0.6630749021,0.9156488098,0.75978126
P1,0.4035,0.735620859,0.7103092732,0.8619200585,0.746127146,0.6945377207,0.6796798277,0.8685103047,0.7353142402
P1,0.404,0.6507159147,0.7128324374,0.8569033341,0.745969479,0.657311824,0.6973586264,0.8594456987,0.7328275382
P1,0.4045,0.7918668272,0.7528563072,0.8009839881,0.7369709187,0.7252249063,0.6866259453,0.9088686788,0.7487825949
P1,0.405,0.7953461025,0.7693548365,0.7144738458,0.7400182043,0.7999324501,0.6611584002,0.8918777261,0.795161032
P1,0.4055,0.6865755703,0.6983358292,0.7268760906,0.7827072245,0.769267224,0.6513355338,0.8510080398,0.8378501703
P1,0.406,0.6757592636,0.6636433321,0.7490886598,0.7790714301,0.7715297695,0.6768195198,0.7659875701,0.8576461738
P1,0.4065,0.6968304645,0.6084514459,0.7368774876,0.7488261904,0.7265998962,0.7443462669,0.7477424811,0.8587547022
P1,0.407,0.7895312387,0.6502212714,0.7186959366,0.7190293613,0.723924741,0.7710097413,0.8368359419,0.9011160394
P1,0.4075,0.8587537204,0.6863890109,0.7135988049,0.7269076869,0.780054947,0.7706088242,0.8499319869,0.8993165211
P1,0.408,0.8330140516,0.7102143027,0.751116772,0.7673661295,0.8172420855,0.7654026583,0.7723202372,0.8324999517
P1,0.4085,0.818950989,0.7929453266,0.707866337,0.7865461576,0.7581102044,0.7507153118,0.6912169983,0.7997599523
P1,0.409,0.9328727647,0.8123811066,0.6650718722,0.8046314131,0.7337867817,0.7424765284,0.649577568,0.76189216
P1,0.4095,1.003823389,0.7696073487,0.6214469876,0.7924316289,0.6551940564,0.7423361444,0.7213716362,0.7484485364
P1,0.41,1.050207839,0.769419718,0.6142847462,0.7922581595,0.5705261619,0.7179459571,0.8617648934,0.7791203074
P1,0.4105,0.9389277877,0.8070721095,0.6645031369,0.7859660087,0.5923404429,0.6772356879,1.00738516,0.7838210819
P1,0.411,0.8227994878,0.8438158102,0.7944002175,0.7934310269,0.6258268793,0.6889707058,0.9931489352,0.7186083531
P1,0.4115,0.788938658,0.8680494554,0.9559124255,0.842759067,0.7385900465,0.7421200987,0.9077203928,0.6765521464
P1,0.412,0.8294160105,0.8376912413,0.9467781095,0.8864684346,0.7794655782,0.8243692831,0.821240608,0.7019801501
P1,0.4125,0.7922310299,0.7913930141,0.8720384716,0.8889082643,0.8176262394,0.7988324697,0.7395636126,0.7552443713
P1,0.413,0.7669709466,0.8438396809,0.8372800549,0.8837924684,0.8541278811,0.7518088155,0.7582690043,0.8316884816
P1,0.4135,0.7075312885,0.8522537763,0.8534109928,0.8440625578,0.8061419136,0.7838706007,0.7984246548,0.8820637293
P1,0.414,0.6925000336,0.8474462718,0.854545882,0.8085129665,0.7402105686,0.8312937577,0.8636358292,0.8963763363
P1,0.4145,0.6939096794,0.8235435683,0.7921805069,0.7941501725,0.8517800967,0.7817570596,0.9779658198,0.9262692601
P1,0.415,0.7025615443,0.7594568928,0.7164436737,0.7817558043,0.9032135597,0.7268180259,0.9524969753,0.9640618764
P1,0.4155,0.6852953486,0.7004114896,0.5961146457,0.8061067583,0.7452111537,0.7080168258,0.9041706043,0.9315730478
P1,0.416,0.7298129867,0.6974871898,0.6655843339,0.820599703,0.7909733763,0.7363256522,0.8940642385,0.8815315075
P1,0.4165,0.7158782482,0.6438540983,0.817490696,0.858692827,0.913733221,0.7372844554,0.752000111,0.8360277731
P1,0.417,0.8123493865,0.6923735819,0.8382525253,0.8944383259,1.074443301,0.6791887071,0.6469298425,0.8030060885
P1,0.4175,0.9219524624,0.7882321665,0.8083315218,0.8997678665,0.9898709641,0.6790113357,0.6563530093,0.7682123443
P1,0.418,0.8026209171,0.8033252694,0.8153077524,0.8648413855,0.7591552461,0.6926011635,0.6710572839,0.7572398883
P1,0.4185,0.7558097088,0.777773077,0.8455230558,0.8043548445,0.6643514342,0.6765793023,0.759454943,0.7450450683
P1,0.419,0.8865223669,0.7370582759,0.8072286555,0.7810732224,0.6714792876,0.6887960822,0.8493224385,0.7555659872
P1,0.4195,0.8833569103,0.7254008924,0.8189623222,0.7393321777,0.7007435414,0.7274951952,0.7622493799,0.7720852677
P1,0.42,0.8256607045,0.71401175,0.7845131614,0.7084831319,0.6274168204,0.7458701728,0.6675386872,0.8200229648
P1,0.4205,0.7869834491,0.7050043675,0.7472391406,0.703060942,0.6350195108,0.7449397977,0.7507093062,0.869927439
P1,0.421,0.760208654,0.700502578,0.7937712922,0.7071195136,0.7684130308,0.7398849043,0.7553376163,0.8619474629
P1,0.4215,0.7739709522,0.7235835427,0.7853743986,0.7446325366,0.7892552251,0.7279234144,0.7308950523,0.8550394046
P1,0.422,0.8102499275,0.7554736,0.7402470745,0.8356776341,0.8030674434,0.7563772369,0.7812373349,0.861819405
P1,0.4225,0.8798600532,0.7517996788,0.829448621,0.9171299188,0.7607289567,0.7763758821,0.8264095957,0.868134279
P1,0.423,0.9602014445,0.7421589416,0.8930942861,0.9415531509,0.7129744632,0.7570177595,0.8003317257,0.8582329882
P1,0.4235,0.8575759535,0.7264348144,0.8143748755,0.9644736575,0.7332846492,0.7379865238,0.6943826269,0.8625714539
P1,0.424,0.7622275847,0.6837225938,0.833019793,0.9585022179,0.7965608315,0.745440709,0.6591104921,0.8820452468
P1,0.4245,0.7740254987,0.6949209821,0.8648504204,0.9335785191,0.7534997039,0.7509500956,0.6710016665,0.8766549752
P1,0.425,0.7648357576,0.7364652447,0.8663600176,0.89409574,0.7182410259,0.7245915961,0.6589425523,0.8638581791
P1,0.4255,0.7297902701,0.7460201434,0.8236935924,0.9575865077,0.8216914147,0.6882075681,0.6548115583,0.8398157964
P1,0.426,0.716797524,0.6747889379,0.7728290574,1.044282071,0.8795396427,0.7066167353,0.6795317786,0.8300855501
P1,0.4265,0.8263188138,0.6349961592,0.7745912799,1.062388858,0.7869469001,0.7200402087,0.6707785062,0.8041085924
P1,0.427,0.7731512443,0.6194489774,0.7199966522,0.9998602616,0.7167094774,0.7755092941,0.7869958055,0.813216632
P1,0.4275,0.7550608128,0.5838311063,0.7035949368,0.9078035113,0.7884071503,0.7974314035,0.8113034498,0.8887744814
P1,0.428,0.7578367763,0.6185098314,0.80193793,0.8813835152,0.7841569037,0.6927833806,0.7978236809,0.9456912078
P1,0.4285,0.7117435553,0.6622069498,0.801953146,0.902842381,0.7229352484,0.5907970472,0.7672875033,0.9111846273
P1,0.429,0.7185160793,0.7386136609,0.7603643206,0.851042919,0.6794822609,0.5927556282,0.818670495,0.8484416258
P1,0.4295,0.7385295625,0.7540090904,0.7199100804,0.8089520978,0.7078534026,0.6223722037,0.7809396452,0.7848191545
P1,0.43,0.7307606054,0.7025559005,0.73356964,0.7965263391,0.7601458201,0.6400480546,0.6823862864,0.7458771351
P1,0.4305,0.758603617,0.6932061049,0.712348521,0.7846367224,0.7533279718,0.6449195696,0.8014054842,0.7038523256
P1,0.431,0.8068831129,0.6809659431,0.751045993,0.8295393894,0.7647066347,0.6653509875,0.8572325416,0.6854425327
P1,0.4315,0.7331628007,0.6887068868,0.7751088576,0.8501061964,0.7454370181,0.7210001228,0.7816948545,0.7302777747
P1,0.432,0.7606490844,0.6913375357,0.8800976729,0.879129124,0.8417701011,0.7539805623,0.7577083626,0.7868488736
P1,0.4325,0.7932905878,0.6843246464,0.8707145949,0.8957963152,0.9160266371,0.7591062675,0.7266573584,0.8413856703
P1,0.433,0.839942725,0.6636574896,0.8139961318,0.8691548968,0.9692144909,0.7361886541,0.74499082,0.8915671597
P1,0.4335,0.8064380078,0.5883164279,0.6620098881,0.8455514244,0.9748320146,0.7366866235,0.9006831796,0.9013896599
P1,0.434,0.8002091053,0.6493774421,0.7161047803,0.8828918327,0.9578463794,0.7626301831,0.8662148296,0.9045305453
P1,0.4345,0.8225033895,0.7411714588,0.798765438,0.9145953843,0.8735037824,0.7887662773,0.7657130745,0.923069116
P1,0.435,0.8170395423,0.8459433212,0.745173096,0.9426959211,0.8604717695,0.7766146905,0.7417680936,0.9151408622
P1,0.4355,0.7670566245,0.8941500995,0.7896515015,0.9576692311,0.8304193563,0.7578852515,0.6879801426,0.8983454912
P1,0.436,0.6659284974,0.8742249792,0.7388216579,0.9260227722,0.7983978946,0.7557361283,0.6223235286,0.8546045814
P1,0.4365,0.7094301091,0.8139612708,0.7969064665,0.9093883276,0.8162068462,0.7597774486,0.733098955,0.8115465704
P1,0.437,0.758993284,0.7077602844,0.8994945821,0.9088811932,0.8638341757,0.7130310254,0.7445012848,0.7998424468
P1,0.4375,0.8248670479,0.7084041708,0.9511970585,0.9126303613,0.8917355812,0.7368304076,0.6855584261,0.8519402439
P1,0.438,0.8783846662,0.697336756,0.8742238154,0.9301229837,0.8133917325,0.8186145934,0.6891368089,0.8742962574
P1,0.4385,0.9369440588,0.6189109435,0.7888462942,0.9375131971,0.7926956772,0.8426677929,0.7027130413,0.8549565367
P1,0.439,0.9266517191,0.5747503854,0.8191285164,0.9317642554,0.8270946755,0.8092853707,0.7038683199,0.8805714626
P1,0.4395,0.9467390136,0.5809674632,0.7859194397,0.9385247795,0.7472492375,0.7847476715,0.7086764097,0.8777472998
P1,0.44,0.8708445593,0.5945185886,0.7473774601,0.9365876087,0.7654555619,0.7927987586,0.7209078122,0.8839393813
P1,0.4405,0.7851828935,0.6044734926,0.7160283299,0.9210741171,0.899145373,0.8047674382,0.8113810089,0.8422319789
P1,0.441,0.845651272,0.6315674427,0.7942440734,0.8860151914,0.8106857381,0.8415868748,0.8644868297,0.8089626799
P1,0.4415,0.8497645888,0.6969194977,0.8431228718,0.8133104063,0.7207025049,0.8343326794,0.8503612704,0.8174412479
P1,0.442,0.8200921852,0.7514993687,0.7866215797,0.7358650201,0.7643516493,0.7412067717,0.8463882885,0.8550237969
P1,0.4425,0.7973957149,0.7758952798,0.7529635391,0.726099669,0.7042493876,0.6743269983,0.8148754637,0.8461565079
P1,0.443,0.7543836787,0.7891026858,0.7571770885,0.7350203042,0.6860349603,0.7397978139,0.7866032364,0.7805509226
P1,0.4435,0.7239146961,0.768069958,0.7693529408,0.7163622589,0.786304,0.7691372327,0.757914631,0.7466157857
P1,0.444,0.7463388134,0.7557243724,0.7471061636,0.6816210436,0.8742675158,0.7529798376,0.8285678527,0.7677706125
P1,0.4445,0.7609871858,0.7677313491,0.8472556173,0.7138352646,0.9381404857,0.7668973538,0.8773605164,0.7947943063
P1,0.445,0.855795237,0.7883288539,0.8714417341,0.7425307142,0.9323626155,0.7977770894,0.8094905505,0.8129834854
P1,0.4455,0.8965197771,0.7893275037,0.8129585694,0.729164516,0.8553666995,0.8404532146,0.8456201296,0.8093107772
P1,0.446,0.8234285672,0.7710717922,0.7621623511,0.7691372944,0.8112806788,0.8371085377,0.9454257592,0.8183495488
P1,0.4465,0.8123313486,0.8013596756,0.8157883369,0.7770425948,0.7610821354,0.8102092662,0.9672620831,0.8431445447
P1,0.447,0.8700835704,0.8115233953,0.9238138659,0.7705525825,0.8516820924,0.8335603113,0.850720221,0.8290432362
P1,0.4475,0.9093895693,0.7788219518,0.8904472799,0.825459377,0.8067771105,0.8429805082,0.8008981763,0.811944062
P1,0.448,0.9232300141,0.7663319809,0.9095913079,0.838334032,0.7337940856,0.8144400436,0.8587749546,0.7823629809
P1,0.4485,0.8610166564,0.7579776382,0.8853296549,0.8173719022,0.7418765597,0.8029929359,0.8901489017,0.7673185074
P1,0.449,0.8357489557,0.7491312621,0.8523202531,0.7983196267,0.8248139655,0.7827761711,0.8458207723,0.7000642885
P1,0.4495,0.8741522054,0.7434459313,0.800937203,0.8279750524,0.8703881919,0.7509974272,0.8241826913,0.6591978888
P1,0.45,0.8908959902,0.756153997,0.708513547,0.8321622903,0.7216699677,0.6874415902,0.8129412974,0.6263742807
P1,0.4505,0.8405357428,0.8067300296,0.6870676045,0.7981530929,0.6424108305,0.6810076298,0.7729402932,0.6156665891
P1,0.451,0.7699281015,0.7774161302,0.6651921214,0.7578603652,0.7697218775,0.7814878515,0.7857685449,0.6413884262
P1,0.4515,0.8407826873,0.7405078736,0.6625842364,0.6766648478,0.9221666276,0.8754013437,0.6821675684,0.6288982808
P1,0.452,0.8550973281,0.7493559369,0.7806813882,0.6325353324,0.8413228363,0.8908383646,0.643927299,0.6369998662
P1,0.4525,0.8431254755,0.7795378768,0.7532675267,0.6344039279,0.6593815451,0.845628225,0.6993282033,0.7072929143
P1,0.453,0.8201124538,0.7156481611,0.6470295649,0.6545264488,0.7020407553,0.7851113775,0.7836541641,0.7844660749
P1,0.4535,0.8283146987,0.6492042169,0.7241262349,0.714965957,0.7936996419,0.735577708,0.8644023941,0.8107530959
P1,0.454,0.7993925663,0.6557149859,0.8711671357,0.7093774912,0.8459184564,0.7594525712,0.9055912232,0.8144497125
P1,0.4545,0.7648617663,0.6666472466,0.9616332009,0.6862489778,0.8330936333,0.7655773014,0.9157614023,0.8267567923
P1,0.455,0.7677528718,0.6229119722,0.9489692662,0.6979578113,0.804384969,0.8125496109,0.9414430746,0.8452338885
P1,0.4555,0.8311587532,0.5687405935,0.8597266236,0.7698639593,0.8314907882,0.8458096355,0.8989895709,0.8011873438
P1,0.456,0.8061405501,0.5516907527,0.8779059768,0.8253311709,0.7549269299,0.7948822832,0.8512080341,0.755155947
P1,0.4565,0.8987244476,0.5721343911,0.8429635067,0.7914751055,0.7140900926,0.7135259994,0.7852407942,0.7754513416
P1,0.457,0.8777998906,0.5888981637,0.808220452,0.7226272917,0.6741616735,0.6354723023,0.8246959452,0.7654573496
P1,0.4575,0.8771139987,0.634904522,0.7324543256,0.7795064155,0.6780292252,0.6136969412,0.9653997098,0.7730943786
P1,0.458,0.8254407872,0.7439460516,0.720003609,0.8812555827,0.7303437604,0.664636573,0.971234724,0.7781001234
P1,0.4585,0.7471077533,0.7598041618,0.7665183277,0.9522294633,0.7186719459,0.7339022434,0.8384717748,0.7835120223
P1,0.459,0.7268323532,0.7672582117,0.8446613232,0.9521455436,0.6840871918,0.7712971506,0.7810789668,0.8206002345
P1,0.4595,0.720208882,0.769282294,0.8648093429,0.8857336947,0.7651102802,0.8108423672,0.8680700331,0.8080799728
P1,0.46,0.6699818278,0.8026571811,0.9083362717,0.8083682694,0.8035399586,0.820470053,0.8737284197,0.7444802831
P1,0.4605,0.6888178763,0.806916847,0.8264962664,0.7454289834,0.7498398375,0.8225995089,0.8732843264,0.6699133725
P1,0.461,0.7513625134,0.7466472445,0.8403967452,0.7547489048,0.725972679,0.8147222973,0.9242609621,0.679071616
P1,0.4615,0.7560835016,0.7205083304,0.8588246473,0.8027232099,0.7288343634,0.7792503241,0.9010643145,0.7312830001
P1,0.462,0.6818737094,0.7208190571,0.8674596826,0.7990746471,0.7639232446,0.7477198205,0.8486212474,0.7451064489
P1,0.4625,0.6706667438,0.6879058476,0.8874766926,0.7566099019,0.7524231503,0.6780307307,0.7713221751,0.7692058438
P1,0.463,0.7052451366,0.6393230416,0.8178530966,0.7764834363,0.7778757737,0.667039797,0.849167224,0.812888085
P1,0.4635,0.7779577616,0.6399242105,0.7045496106,0.7969874324,0.817955138,0.662753459,0.9404776072,0.8558358454
