Participant,Timestamp,Happy_Low_M1,Happy_Low_M2,Happy_High_M1,Happy_High_M2,Angry_Low_M1,Angry_Low_M2,Angry_High_M1,Angry_High_M2
P9,0.972,0.8409973941,0.7875153017,0.8014549848,0.8097021825,0.7297032313,0.8522645521,0.9880395396,0.878954381
P9,0.9725,0.7989942725,0.7240515544,0.69583079,0.7793695394,0.7109007625,0.8754083763,0.9878427783,0.8379729484
P9,0.973,0.6968348793,0.6563199753,0.8032081638,0.7839068902,0.7876448008,0.8961959136,0.8378354035,0.803548792
P9,0.9735,0.7237340589,0.6498331875,0.8586707923,0.8312029748,0.8895324537,0.9028585693,0.7440551011,0.77258593
P9,0.974,0.8053144479,0.6194827559,0.8315388245,0.8042887502,0.8444260195,0.9703866771,1.086495802,0.818805584
P9,0.9745,0.8280702846,0.5826061311,0.7059709163,0.7520417399,0.7917508286,1.018870337,1.151223527,0.8258305617
P9,0.975,0.8599973741,0.6366291895,0.7213413805,0.7653903038,0.8043292422,1.037493507,1.001903982,0.7551605237
P9,0.9755,0.8641888899,0.7531667579,0.7577406249,0.7997832607,0.8944078886,1.005662165,0.8122667169,0.6922111292
P9,0.976,0.9180635713,0.8457544685,0.7454373668,0.7911231954,0.9633311009,0.9541570467,0.8814018579,0.627321723
P9,0.9765,0.9644326362,0.877314962,0.7844773948,0.7570859299,0.8386770268,0.9302094993,0.8059776959,0.5737245304
P9,0.977,0.9128275837,0.8544332247,0.7873019253,0.7234504448,0.7059062489,0.8884839937,0.776785834,0.5853599311
P9,0.9775,0.8467890492,0.8912198253,0.7713289453,0.7375874855,0.7371131456,0.8528709501,0.901715177,0.6378060896
P9,0.978,0.8411039016,0.8847026915,0.8012284092,0.7417072729,0.8524875756,0.7984396498,0.9473417179,0.6870783193
P9,0.9785,0.8438878604,0.8440566814,0.8015979128,0.7437950064,0.8959298071,0.7629517096,0.9412493822,0.7452892062
P9,0.979,0.7858719574,0.8177230235,0.8340538337,0.771086069,0.9354775085,0.7489137537,0.831011711,0.8084725912
P9,0.9795,0.7054334658,0.8242613014,0.8163030308,0.7698465881,0.9873359557,0.7214695658,1.009616776,0.8387002696
P9,0.98,0.6202571461,0.8385347997,0.7358650686,0.7359749383,0.9676950199,0.7026166985,1.356597551,0.8382042186
P9,0.9805,0.6176836841,0.8125284989,0.6985263681,0.7186681074,0.9060888481,0.7601225802,1.469848165,0.8444755653
P9,0.981,0.628984868,0.7695749613,0.670810303,0.7463581484,0.9429614108,0.8342340012,1.159629406,0.8664288824
P9,0.9815,0.6846417292,0.7751043047,0.6919340986,0.7682694854,0.930990867,0.8911258314,0.8875309865,0.860619384
P9,0.982,0.7211571457,0.7977836712,0.7625070551,0.8089331999,0.9456919874,0.9367549854,1.25084142,0.7995796022
P9,0.9825,0.7161802872,0.7607631785,0.7489044324,0.8823158462,0.9619082717,0.9736261797,1.194856908,0.8021493757
P9,0.983,0.7130915584,0.7607012436,0.7332474335,0.8858103729,0.919875977,0.9459991442,0.9369966772,0.8180409836
P9,0.9835,0.7316098867,0.7842641165,0.7834988605,0.8255546584,0.8922164655,0.8724648983,0.7695765779,0.8171053459
P9,0.984,0.7970317264,0.824202443,0.8000758967,0.7753954963,0.8239100027,0.7841309526,0.7568566899,0.8226512497
P9,0.9845,0.855549253,0.8824789998,0.8141134177,0.7228820518,0.8361851449,0.7641753995,0.7589414509,0.8368668629
P9,0.985,0.8481339683,0.9120517207,0.8913472376,0.678024487,0.8704936922,0.8131857819,0.9100822632,0.8118858203
P9,0.9855,0.7853319574,0.8898532037,0.8730258582,0.7257848198,0.8913944296,0.8933438657,0.9215159033,0.741264898
P9,0.986,0.7505610287,0.8594415879,0.8041985141,0.7745793169,0.9644982191,0.9113677798,0.7969137763,0.6843006755
P9,0.9865,0.7455469486,0.821975952,0.7832196348,0.8039580144,1.004945497,0.8707568459,0.672230419,0.6830902705
P9,0.987,0.7480166345,0.7550938732,0.8766518261,0.7920389156,1.028904751,0.8565383543,0.6805380124,0.7064314913
P9,0.9875,0.753060217,0.7207153395,0.8054968865,0.7662226448,1.042596263,0.8600027717,0.8669084484,0.7182287565
P9,0.988,0.7949362275,0.7647433295,0.6404377562,0.750112761,0.966588554,0.8581309742,1.070056479,0.7269928996
P9,0.9885,0.8120868259,0.7630277399,0.6682710888,0.7785576279,0.9006939025,0.8706296809,1.146858413,0.7186246533
P9,0.989,0.8367827612,0.7699016455,0.6668716404,0.7953318681,0.9068427074,0.8531064062,0.9833304322,0.7206198117
P9,0.9895,0.8238287846,0.8074072313,0.7009312838,0.823832094,0.9907939981,0.7974622444,0.7796423785,0.7543304801
